                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2927,                 4.4321,                  1.882,                0.10817,                      1,                0.51429,                0.23381,                 1.1177,                 4.7031,                 1.7656,              1.818e-05,              1.818e-05,              1.818e-05
